24,41,1,

00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,00,00,00,00,00,00,00,00,00,00,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,00,00,00,05,05,05,00,05,05,05,05,05,05,05,05,05,05,05,05,
05,05,05,05,05,00,00,00,05,05,05,00,05,05,00,00,00,00,00,00,00,00,00,05,
05,05,05,05,05,05,05,00,05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
00,00,00,05,05,05,05,00,05,05,00,00,00,00,00,00,00,00,00,00,00,05,05,05,
00,00,00,00,00,00,00,00,00,00,00,05,05,05,05,05,05,00,00,00,00,05,05,05,
00,00,00,00,00,00,00,00,00,00,00,05,05,05,05,05,05,00,00,00,00,00,00,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,00,00,00,00,00,00,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,00,00,00,00,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
05,05,00,00,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,00,00,00,00,05,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,00,00,00,00,05,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,00,00,00,00,05,05,05,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,05,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,05,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
